"tournament","date","Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","GRB%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"LPL 2025 Split 2","2025-04-21","Ultra Prime",5,2,3,32.8,59,66,0.89,0.76,,"-3.3%",,,,"40%","20%",,,"20%","30%","40%","43%",,,"60%","49.8%","47.8%",3.62,1.52,1.52
"LPL 2025 Split 2","2025-04-21","Weibo Gaming",15,7,8,32.2,209,202,1.03,0.85,,"-1.1%",,,,"60%","47%",,,"33%","42%","47%","51%",,,"40%","49.7%","48.6%",3.51,1.29,1.61
"LPL 2025 Split 2","2025-04-22","Anyone's Legend",18,13,5,32,346,192,1.8,0.93,,"6.3%",,,,"72%","72%",,,"65%","43%","83%","67%",,,"57%","50.5%","52.7%",3.44,1.33,1.6
"LPL 2025 Split 2","2025-04-22","Bilibili Gaming",15,8,7,32.7,267,221,1.21,0.99,,"3.7%",,,,"40%","53%",,,"60%","43%","60%","61%",,,"47%","50.7%","51.6%",3.43,1.33,1.56
"LPL 2025 Split 2","2025-04-22","EDward Gaming",5,4,1,36.2,74,32,2.31,0.59,,"7.2%",,,,"60%","100%",,,"100%","60%","20%","65%",,,"50%","50.0%","54.8%",3.71,1.31,1.75
"LPL 2025 Split 2","2025-04-22","FunPlus Phoenix",18,9,9,34.5,301,318,0.95,1,,"-2.1%",,,,"33%","50%",,,"39%","45%","50%","45%",,,"57%","49.5%","48.2%",3.51,1.4,1.57
"LPL 2025 Split 2","2025-04-22","Invictus Gaming",21,11,10,35.8,361,370,0.98,0.97,,"-1.0%",,,,"48%","48%",,,"48%","42%","48%","60%",,,"48%","50.5%","49.7%",3.16,1.18,1.56
"LPL 2025 Split 2","2025-04-22","JD Gaming",15,9,6,33.7,221,184,1.2,0.8,,"4.4%",,,,"33%","53%",,,"73%","57%","47%","55%",,,"50%","50.1%","53.2%",3.85,1.46,1.55
"LPL 2025 Split 2","2025-04-22","LGD Gaming",7,6,1,33.4,148,84,1.76,0.99,,"10.8%",,,,"57%","57%",,,"71%","50%","57%","64%",,,"90%","50.0%","52.2%",3.33,1.26,1.73
"LPL 2025 Split 2","2025-04-22","LNG Esports",7,3,4,34.2,65,73,0.89,0.58,,"-1.2%",,,,"57%","29%",,,"43%","50%","71%","53%",,,"44%","50.2%","50.1%",3.36,1.26,1.71
"LPL 2025 Split 2","2025-04-22","Ninjas in Pyjamas",15,6,9,33.4,197,261,0.75,0.91,,"-3.6%",,,,"53%","47%",,,"40%","48%","60%","39%",,,"53%","49.3%","49.4%",3.05,1.03,1.43
"LPL 2025 Split 2","2025-04-22","Oh My God",5,1,4,34.2,70,118,0.59,1.1,,"-12.4%",,,,"40%","20%",,,"20%","53%","60%","38%",,,"29%","49.8%","45.0%",3.59,1.44,1.38
"LPL 2025 Split 2","2025-04-22","Royal Never Give Up",5,1,4,33.6,47,90,0.52,0.82,,"-4.9%",,,,"40%","80%",,,"40%","57%","40%","29%",,,"0%","50.2%","49.1%",3.6,1.4,1.66
"LPL 2025 Split 2","2025-04-22","Team WE",17,5,12,33.2,248,311,0.8,0.99,,"-3.6%",,,,"76%","41%",,,"35%","48%","41%","36%",,,"52%","49.7%","46.1%",3.3,1.34,1.63
"LPL 2025 Split 2","2025-04-22","ThunderTalk Gaming",19,5,14,29.4,212,352,0.6,1.01,,"-7.7%",,,,"32%","16%",,,"50%","65%","21%","30%",,,"9%","49.0%","48.2%",3.35,1.34,1.36
"LPL 2025 Split 2","2025-04-22","Top Esports",19,13,6,31.8,320,273,1.17,0.98,,"5.3%",,,,"53%","74%",,,"58%","65%","47%","56%",,,"67%","50.9%","52.6%",3.47,1.35,1.49
"LPL 2025 Split 2","2025-04-22","Ultra Prime",5,2,3,32.8,59,66,0.89,0.76,,"-3.3%",,,,"40%","20%",,,"20%","30%","40%","43%",,,"60%","49.8%","47.8%",3.62,1.52,1.52
"LPL 2025 Split 2","2025-04-22","Weibo Gaming",15,7,8,32.2,209,202,1.03,0.85,,"-1.1%",,,,"60%","47%",,,"33%","42%","47%","51%",,,"40%","49.7%","48.6%",3.51,1.29,1.61
"LPL 2025 Split 2","2025-04-23","Anyone's Legend",18,13,5,32,346,192,1.8,0.93,,"6.3%",,,,"72%","72%",,,"65%","43%","83%","67%",,,"57%","50.5%","52.7%",3.44,1.33,1.6
"LPL 2025 Split 2","2025-04-23","Bilibili Gaming",15,8,7,32.7,267,221,1.21,0.99,,"3.7%",,,,"40%","53%",,,"60%","43%","60%","61%",,,"47%","50.7%","51.6%",3.43,1.33,1.56
"LPL 2025 Split 2","2025-04-23","EDward Gaming",5,4,1,36.2,74,32,2.31,0.59,,"7.2%",,,,"60%","100%",,,"100%","60%","20%","65%",,,"50%","50.0%","54.8%",3.71,1.31,1.75
"LPL 2025 Split 2","2025-04-23","FunPlus Phoenix",18,9,9,34.5,301,318,0.95,1,,"-2.1%",,,,"33%","50%",,,"39%","45%","50%","45%",,,"57%","49.5%","48.2%",3.51,1.4,1.57
"LPL 2025 Split 2","2025-04-23","Invictus Gaming",21,11,10,35.8,361,370,0.98,0.97,,"-1.0%",,,,"48%","48%",,,"48%","42%","48%","60%",,,"48%","50.5%","49.7%",3.16,1.18,1.56
"LPL 2025 Split 2","2025-04-23","JD Gaming",15,9,6,33.7,221,184,1.2,0.8,,"4.4%",,,,"33%","53%",,,"73%","57%","47%","55%",,,"50%","50.1%","53.2%",3.85,1.46,1.55
"LPL 2025 Split 2","2025-04-23","LGD Gaming",7,6,1,33.4,148,84,1.76,0.99,,"10.8%",,,,"57%","57%",,,"71%","50%","57%","64%",,,"90%","50.0%","52.2%",3.33,1.26,1.73
"LPL 2025 Split 2","2025-04-23","LNG Esports",9,5,4,32.9,100,82,1.22,0.61,,"2.4%",,,,"56%","33%",,,"33%","46%","78%","61%",,,"55%","50.4%","51.1%",3.4,1.28,1.67
"LPL 2025 Split 2","2025-04-23","Ninjas in Pyjamas",18,7,11,34,257,327,0.79,0.95,,"-4.2%",,,,"50%","50%",,,"39%","46%","67%","41%",,,"42%","49.4%","48.5%",3.06,1.04,1.4
"LPL 2025 Split 2","2025-04-23","Oh My God",7,1,6,32.6,79,153,0.52,1.02,,"-13.2%",,,,"43%","29%",,,"43%","57%","43%","29%",,,"22%","49.5%","45.2%",3.57,1.35,1.41
"LPL 2025 Split 2","2025-04-23","Royal Never Give Up",5,1,4,33.6,47,90,0.52,0.82,,"-4.9%",,,,"40%","80%",,,"40%","57%","40%","29%",,,"0%","50.2%","49.1%",3.6,1.4,1.66
"LPL 2025 Split 2","2025-04-23","Team WE",17,5,12,33.2,248,311,0.8,0.99,,"-3.6%",,,,"76%","41%",,,"35%","48%","41%","36%",,,"52%","49.7%","46.1%",3.3,1.34,1.63
"LPL 2025 Split 2","2025-04-23","ThunderTalk Gaming",19,5,14,29.4,212,352,0.6,1.01,,"-7.7%",,,,"32%","16%",,,"50%","65%","21%","30%",,,"9%","49.0%","48.2%",3.35,1.34,1.36
"LPL 2025 Split 2","2025-04-23","Top Esports",22,15,7,32.5,386,333,1.16,1.01,,"5.6%",,,,"55%","68%",,,"59%","64%","41%","55%",,,"73%","50.8%","53.0%",3.44,1.33,1.46
"LPL 2025 Split 2","2025-04-23","Ultra Prime",5,2,3,32.8,59,66,0.89,0.76,,"-3.3%",,,,"40%","20%",,,"20%","30%","40%","43%",,,"60%","49.8%","47.8%",3.62,1.52,1.52
"LPL 2025 Split 2","2025-04-23","Weibo Gaming",15,7,8,32.2,209,202,1.03,0.85,,"-1.1%",,,,"60%","47%",,,"33%","42%","47%","51%",,,"40%","49.7%","48.6%",3.51,1.29,1.61
"LPL 2025 Split 2","2025-04-24","Anyone's Legend",20,13,7,31.6,362,228,1.59,0.93,,"5.2%",,,,"70%","75%",,,"63%","43%","75%","64%",,,"55%","50.4%","52.1%",3.42,1.33,1.61
"LPL 2025 Split 2","2025-04-24","Bilibili Gaming",15,8,7,32.7,267,221,1.21,0.99,,"3.7%",,,,"40%","53%",,,"60%","43%","60%","61%",,,"47%","50.7%","51.6%",3.43,1.33,1.56
"LPL 2025 Split 2","2025-04-24","EDward Gaming",5,4,1,36.2,74,32,2.31,0.59,,"7.2%",,,,"60%","100%",,,"100%","60%","20%","65%",,,"50%","50.0%","54.8%",3.71,1.31,1.75
"LPL 2025 Split 2","2025-04-24","FunPlus Phoenix",18,9,9,34.5,301,318,0.95,1,,"-2.1%",,,,"33%","50%",,,"39%","45%","50%","45%",,,"57%","49.5%","48.2%",3.51,1.4,1.57
"LPL 2025 Split 2","2025-04-24","Invictus Gaming",21,11,10,35.8,361,370,0.98,0.97,,"-1.0%",,,,"48%","48%",,,"48%","42%","48%","60%",,,"48%","50.5%","49.7%",3.16,1.18,1.56
"LPL 2025 Split 2","2025-04-24","JD Gaming",17,11,6,33,257,200,1.29,0.81,,"4.5%",,,,"35%","47%",,,"71%","56%","53%","57%",,,"53%","50.1%","53.2%",3.8,1.44,1.52
"LPL 2025 Split 2","2025-04-24","LGD Gaming",7,6,1,33.4,148,84,1.76,0.99,,"10.8%",,,,"57%","57%",,,"71%","50%","57%","64%",,,"90%","50.0%","52.2%",3.33,1.26,1.73
"LPL 2025 Split 2","2025-04-24","LNG Esports",9,5,4,32.9,100,82,1.22,0.61,,"2.4%",,,,"56%","33%",,,"33%","46%","78%","61%",,,"55%","50.4%","51.1%",3.4,1.28,1.67
"LPL 2025 Split 2","2025-04-24","Ninjas in Pyjamas",18,7,11,34,257,327,0.79,0.95,,"-4.2%",,,,"50%","50%",,,"39%","46%","67%","41%",,,"42%","49.4%","48.5%",3.06,1.04,1.4
"LPL 2025 Split 2","2025-04-24","Oh My God",7,1,6,32.6,79,153,0.52,1.02,,"-13.2%",,,,"43%","29%",,,"43%","57%","43%","29%",,,"22%","49.5%","45.2%",3.57,1.35,1.41
"LPL 2025 Split 2","2025-04-24","Royal Never Give Up",5,1,4,33.6,47,90,0.52,0.82,,"-4.9%",,,,"40%","80%",,,"40%","57%","40%","29%",,,"0%","50.2%","49.1%",3.6,1.4,1.66
"LPL 2025 Split 2","2025-04-24","Team WE",20,7,13,33.8,300,356,0.84,0.97,,"-2.2%",,,,"75%","45%",,,"35%","48%","40%","41%",,,"56%","49.7%","47.2%",3.31,1.34,1.61
"LPL 2025 Split 2","2025-04-24","ThunderTalk Gaming",19,5,14,29.4,212,352,0.6,1.01,,"-7.7%",,,,"32%","16%",,,"50%","65%","21%","30%",,,"9%","49.0%","48.2%",3.35,1.34,1.36
"LPL 2025 Split 2","2025-04-24","Top Esports",22,15,7,32.5,386,333,1.16,1.01,,"5.6%",,,,"55%","68%",,,"59%","64%","41%","55%",,,"73%","50.8%","53.0%",3.44,1.33,1.46
"LPL 2025 Split 2","2025-04-24","Ultra Prime",5,2,3,32.8,59,66,0.89,0.76,,"-3.3%",,,,"40%","20%",,,"20%","30%","40%","43%",,,"60%","49.8%","47.8%",3.62,1.52,1.52
"LPL 2025 Split 2","2025-04-24","Weibo Gaming",18,8,10,33.1,254,254,1,0.85,,"-1.9%",,,,"56%","44%",,,"39%","44%","50%","48%",,,"38%","49.8%","48.2%",3.47,1.28,1.63
"LPL 2025 Split 2","2025-04-25","Anyone's Legend",20,13,7,31.6,362,228,1.59,0.93,,"5.2%",,,,"70%","75%",,,"63%","43%","75%","64%",,,"55%","50.4%","52.1%",3.42,1.33,1.61
"LPL 2025 Split 2","2025-04-25","Bilibili Gaming",17,10,7,32.5,314,246,1.28,1.01,,"3.6%",,,,"47%","53%",,,"53%","43%","65%","62%",,,"47%","50.7%","51.7%",3.4,1.31,1.58
"LPL 2025 Split 2","2025-04-25","EDward Gaming",5,4,1,36.2,74,32,2.31,0.59,,"7.2%",,,,"60%","100%",,,"100%","60%","20%","65%",,,"50%","50.0%","54.8%",3.71,1.31,1.75
"LPL 2025 Split 2","2025-04-25","FunPlus Phoenix",21,10,11,34.1,339,372,0.91,0.99,,"-3.0%",,,,"33%","48%",,,"38%","47%","52%","43%",,,"54%","49.5%","47.5%",3.5,1.39,1.58
"LPL 2025 Split 2","2025-04-25","Invictus Gaming",21,11,10,35.8,361,370,0.98,0.97,,"-1.0%",,,,"48%","48%",,,"48%","42%","48%","60%",,,"48%","50.5%","49.7%",3.16,1.18,1.56
"LPL 2025 Split 2","2025-04-25","JD Gaming",17,11,6,33,257,200,1.29,0.81,,"4.5%",,,,"35%","47%",,,"71%","56%","53%","57%",,,"53%","50.1%","53.2%",3.8,1.44,1.52
"LPL 2025 Split 2","2025-04-25","LGD Gaming",7,6,1,33.4,148,84,1.76,0.99,,"10.8%",,,,"57%","57%",,,"71%","50%","57%","64%",,,"90%","50.0%","52.2%",3.33,1.26,1.73
"LPL 2025 Split 2","2025-04-25","LNG Esports",9,5,4,32.9,100,82,1.22,0.61,,"2.4%",,,,"56%","33%",,,"33%","46%","78%","61%",,,"55%","50.4%","51.1%",3.4,1.28,1.67
"LPL 2025 Split 2","2025-04-25","Ninjas in Pyjamas",20,7,13,33.8,282,374,0.75,0.97,,"-4.1%",,,,"45%","50%",,,"45%","48%","60%","40%",,,"43%","49.3%","48.4%",3.04,1.04,1.4
"LPL 2025 Split 2","2025-04-25","Oh My God",7,1,6,32.6,79,153,0.52,1.02,,"-13.2%",,,,"43%","29%",,,"43%","57%","43%","29%",,,"22%","49.5%","45.2%",3.57,1.35,1.41
"LPL 2025 Split 2","2025-04-25","Royal Never Give Up",5,1,4,33.6,47,90,0.52,0.82,,"-4.9%",,,,"40%","80%",,,"40%","57%","40%","29%",,,"0%","50.2%","49.1%",3.6,1.4,1.66
"LPL 2025 Split 2","2025-04-25","Team WE",23,9,14,33.5,354,394,0.9,0.97,,"-0.8%",,,,"74%","48%",,,"39%","48%","39%","44%",,,"57%","49.8%","48.5%",3.32,1.34,1.63
"LPL 2025 Split 2","2025-04-25","ThunderTalk Gaming",19,5,14,29.4,212,352,0.6,1.01,,"-7.7%",,,,"32%","16%",,,"50%","65%","21%","30%",,,"9%","49.0%","48.2%",3.35,1.34,1.36
"LPL 2025 Split 2","2025-04-25","Top Esports",22,15,7,32.5,386,333,1.16,1.01,,"5.6%",,,,"55%","68%",,,"59%","64%","41%","55%",,,"73%","50.8%","53.0%",3.44,1.33,1.46
"LPL 2025 Split 2","2025-04-25","Ultra Prime",5,2,3,32.8,59,66,0.89,0.76,,"-3.3%",,,,"40%","20%",,,"20%","30%","40%","43%",,,"60%","49.8%","47.8%",3.62,1.52,1.52
"LPL 2025 Split 2","2025-04-25","Weibo Gaming",18,8,10,33.1,254,254,1,0.85,,"-1.9%",,,,"56%","44%",,,"39%","44%","50%","48%",,,"38%","49.8%","48.2%",3.47,1.28,1.63
"LPL 2025 Split 2","2025-04-26","Anyone's Legend",20,13,7,31.6,362,228,1.59,0.93,,"5.2%",,,,"70%","75%",,,"63%","43%","75%","64%",,,"55%","50.4%","52.1%",3.42,1.33,1.61
"LPL 2025 Split 2","2025-04-26","Bilibili Gaming",17,10,7,32.5,314,246,1.28,1.01,,"3.6%",,,,"47%","53%",,,"53%","43%","65%","62%",,,"47%","50.7%","51.7%",3.4,1.31,1.58
"LPL 2025 Split 2","2025-04-26","EDward Gaming",8,5,3,34.4,105,69,1.52,0.63,,"5.5%",,,,"38%","75%",,,"75%","46%","38%","56%",,,"43%","50.4%","52.6%",3.68,1.35,1.7
"LPL 2025 Split 2","2025-04-26","FunPlus Phoenix",21,10,11,34.1,339,372,0.91,0.99,,"-3.0%",,,,"33%","48%",,,"38%","47%","52%","43%",,,"54%","49.5%","47.5%",3.5,1.39,1.58
"LPL 2025 Split 2","2025-04-26","Invictus Gaming",21,11,10,35.8,361,370,0.98,0.97,,"-1.0%",,,,"48%","48%",,,"48%","42%","48%","60%",,,"48%","50.5%","49.7%",3.16,1.18,1.56
"LPL 2025 Split 2","2025-04-26","JD Gaming",20,13,7,32.8,303,231,1.31,0.81,,"4.3%",,,,"45%","50%",,,"65%","50%","50%","56%",,,"55%","50.3%","52.6%",3.81,1.45,1.54
"LPL 2025 Split 2","2025-04-26","LGD Gaming",7,6,1,33.4,148,84,1.76,0.99,,"10.8%",,,,"57%","57%",,,"71%","50%","57%","64%",,,"90%","50.0%","52.2%",3.33,1.26,1.73
"LPL 2025 Split 2","2025-04-26","LNG Esports",9,5,4,32.9,100,82,1.22,0.61,,"2.4%",,,,"56%","33%",,,"33%","46%","78%","61%",,,"55%","50.4%","51.1%",3.4,1.28,1.67
"LPL 2025 Split 2","2025-04-26","Ninjas in Pyjamas",20,7,13,33.8,282,374,0.75,0.97,,"-4.1%",,,,"45%","50%",,,"45%","48%","60%","40%",,,"43%","49.3%","48.4%",3.04,1.04,1.4
"LPL 2025 Split 2","2025-04-26","Oh My God",7,1,6,32.6,79,153,0.52,1.02,,"-13.2%",,,,"43%","29%",,,"43%","57%","43%","29%",,,"22%","49.5%","45.2%",3.57,1.35,1.41
"LPL 2025 Split 2","2025-04-26","Royal Never Give Up",5,1,4,33.6,47,90,0.52,0.82,,"-4.9%",,,,"40%","80%",,,"40%","57%","40%","29%",,,"0%","50.2%","49.1%",3.6,1.4,1.66
"LPL 2025 Split 2","2025-04-26","Team WE",23,9,14,33.5,354,394,0.9,0.97,,"-0.8%",,,,"74%","48%",,,"39%","48%","39%","44%",,,"57%","49.8%","48.5%",3.32,1.34,1.63
"LPL 2025 Split 2","2025-04-26","ThunderTalk Gaming",22,6,16,29.7,243,398,0.61,0.98,,"-7.1%",,,,"27%","18%",,,"52%","67%","27%","33%",,,"14%","49.0%","48.6%",3.38,1.35,1.39
"LPL 2025 Split 2","2025-04-26","Top Esports",22,15,7,32.5,386,333,1.16,1.01,,"5.6%",,,,"55%","68%",,,"59%","64%","41%","55%",,,"73%","50.8%","53.0%",3.44,1.33,1.46
"LPL 2025 Split 2","2025-04-26","Ultra Prime",8,4,4,32.3,96,98,0.98,0.75,,"-3.1%",,,,"63%","38%",,,"38%","48%","38%","50%",,,"67%","49.5%","49.0%",3.71,1.56,1.46
"LPL 2025 Split 2","2025-04-26","Weibo Gaming",18,8,10,33.1,254,254,1,0.85,,"-1.9%",,,,"56%","44%",,,"39%","44%","50%","48%",,,"38%","49.8%","48.2%",3.47,1.28,1.63
"LPL 2025 Split 2","2025-04-27","Anyone's Legend",22,15,7,31.8,405,243,1.67,0.93,,"5.9%",,,,"73%","73%",,,"62%","42%","77%","64%",,,"58%","50.6%","52.1%",3.43,1.34,1.62
"LPL 2025 Split 2","2025-04-27","Bilibili Gaming",17,10,7,32.5,314,246,1.28,1.01,,"3.6%",,,,"47%","53%",,,"53%","43%","65%","62%",,,"47%","50.7%","51.7%",3.4,1.31,1.58
"LPL 2025 Split 2","2025-04-27","EDward Gaming",8,5,3,34.4,105,69,1.52,0.63,,"5.5%",,,,"38%","75%",,,"75%","46%","38%","56%",,,"43%","50.4%","52.6%",3.68,1.35,1.7
"LPL 2025 Split 2","2025-04-27","FunPlus Phoenix",21,10,11,34.1,339,372,0.91,0.99,,"-3.0%",,,,"33%","48%",,,"38%","47%","52%","43%",,,"54%","49.5%","47.5%",3.5,1.39,1.58
"LPL 2025 Split 2","2025-04-27","Invictus Gaming",24,12,12,35.2,401,422,0.95,0.98,,"-0.5%",,,,"46%","54%",,,"46%","42%","46%","57%",,,"48%","50.5%","49.6%",3.13,1.18,1.55
"LPL 2025 Split 2","2025-04-27","JD Gaming",23,14,9,33,345,284,1.21,0.83,,"3.1%",,,,"39%","48%",,,"65%","47%","52%","52%",,,"48%","50.1%","51.8%",3.77,1.43,1.52
"LPL 2025 Split 2","2025-04-27","LGD Gaming",7,6,1,33.4,148,84,1.76,0.99,,"10.8%",,,,"57%","57%",,,"71%","50%","57%","64%",,,"90%","50.0%","52.2%",3.33,1.26,1.73
"LPL 2025 Split 2","2025-04-27","LNG Esports",9,5,4,32.9,100,82,1.22,0.61,,"2.4%",,,,"56%","33%",,,"33%","46%","78%","61%",,,"55%","50.4%","51.1%",3.4,1.28,1.67
"LPL 2025 Split 2","2025-04-27","Ninjas in Pyjamas",22,7,15,33.7,297,417,0.71,0.96,,"-4.9%",,,,"41%","50%",,,"45%","49%","55%","39%",,,"39%","49.2%","48.4%",3.05,1.04,1.41
"LPL 2025 Split 2","2025-04-27","Oh My God",7,1,6,32.6,79,153,0.52,1.02,,"-13.2%",,,,"43%","29%",,,"43%","57%","43%","29%",,,"22%","49.5%","45.2%",3.57,1.35,1.41
"LPL 2025 Split 2","2025-04-27","Royal Never Give Up",5,1,4,33.6,47,90,0.52,0.82,,"-4.9%",,,,"40%","80%",,,"40%","57%","40%","29%",,,"0%","50.2%","49.1%",3.6,1.4,1.66
"LPL 2025 Split 2","2025-04-27","Team WE",23,9,14,33.5,354,394,0.9,0.97,,"-0.8%",,,,"74%","48%",,,"39%","48%","39%","44%",,,"57%","49.8%","48.5%",3.32,1.34,1.63
"LPL 2025 Split 2","2025-04-27","ThunderTalk Gaming",22,6,16,29.7,243,398,0.61,0.98,,"-7.1%",,,,"27%","18%",,,"52%","67%","27%","33%",,,"14%","49.0%","48.6%",3.38,1.35,1.39
"LPL 2025 Split 2","2025-04-27","Top Esports",25,17,8,32.8,439,375,1.17,0.99,,"5.5%",,,,"60%","68%",,,"56%","65%","40%","56%",,,"74%","50.8%","53.0%",3.47,1.34,1.48
"LPL 2025 Split 2","2025-04-27","Ultra Prime",8,4,4,32.3,96,98,0.98,0.75,,"-3.1%",,,,"63%","38%",,,"38%","48%","38%","50%",,,"67%","49.5%","49.0%",3.71,1.56,1.46
"LPL 2025 Split 2","2025-04-27","Weibo Gaming",21,10,11,32.7,306,294,1.04,0.87,,"-2.0%",,,,"57%","38%",,,"43%","46%","52%","49%",,,"39%","49.8%","48.7%",3.47,1.27,1.56
"LPL 2025 Split 2","2025-04-28","Anyone's Legend",22,15,7,31.8,405,243,1.67,0.93,,"5.9%",,,,"73%","73%",,,"62%","42%","77%","64%",,,"58%","50.6%","52.1%",3.43,1.34,1.62
"LPL 2025 Split 2","2025-04-28","Bilibili Gaming",20,11,9,32,361,298,1.21,1.03,,"3.5%",,,,"45%","50%",,,"55%","44%","60%","60%",,,"48%","50.7%","51.9%",3.43,1.32,1.58
"LPL 2025 Split 2","2025-04-28","EDward Gaming",8,5,3,34.4,105,69,1.52,0.63,,"5.5%",,,,"38%","75%",,,"75%","46%","38%","56%",,,"43%","50.4%","52.6%",3.68,1.35,1.7
"LPL 2025 Split 2","2025-04-28","FunPlus Phoenix",24,12,12,33.5,391,419,0.93,1.01,,"-3.0%",,,,"38%","50%",,,"38%","47%","54%","44%",,,"54%","49.5%","47.4%",3.49,1.37,1.59
"LPL 2025 Split 2","2025-04-28","Invictus Gaming",24,12,12,35.2,401,422,0.95,0.98,,"-0.5%",,,,"46%","54%",,,"46%","42%","46%","57%",,,"48%","50.5%","49.6%",3.13,1.18,1.55
"LPL 2025 Split 2","2025-04-28","JD Gaming",23,14,9,33,345,284,1.21,0.83,,"3.1%",,,,"39%","48%",,,"65%","47%","52%","52%",,,"48%","50.1%","51.8%",3.77,1.43,1.52
"LPL 2025 Split 2","2025-04-28","LGD Gaming",7,6,1,33.4,148,84,1.76,0.99,,"10.8%",,,,"57%","57%",,,"71%","50%","57%","64%",,,"90%","50.0%","52.2%",3.33,1.26,1.73
"LPL 2025 Split 2","2025-04-28","LNG Esports",11,7,4,32.7,143,95,1.51,0.66,,"4.9%",,,,"45%","45%",,,"45%","42%","73%","60%",,,"58%","50.4%","50.8%",3.42,1.26,1.67
"LPL 2025 Split 2","2025-04-28","Ninjas in Pyjamas",22,7,15,33.7,297,417,0.71,0.96,,"-4.9%",,,,"41%","50%",,,"45%","49%","55%","39%",,,"39%","49.2%","48.4%",3.05,1.04,1.41
"LPL 2025 Split 2","2025-04-28","Oh My God",7,1,6,32.6,79,153,0.52,1.02,,"-13.2%",,,,"43%","29%",,,"43%","57%","43%","29%",,,"22%","49.5%","45.2%",3.57,1.35,1.41
"LPL 2025 Split 2","2025-04-28","Royal Never Give Up",7,1,6,33.1,60,133,0.45,0.83,,"-8.1%",,,,"57%","57%",,,"29%","62%","43%","33%",,,"0%","50.0%","49.4%",3.59,1.39,1.59
"LPL 2025 Split 2","2025-04-28","Team WE",23,9,14,33.5,354,394,0.9,0.97,,"-0.8%",,,,"74%","48%",,,"39%","48%","39%","44%",,,"57%","49.8%","48.5%",3.32,1.34,1.63
"LPL 2025 Split 2","2025-04-28","ThunderTalk Gaming",22,6,16,29.7,243,398,0.61,0.98,,"-7.1%",,,,"27%","18%",,,"52%","67%","27%","33%",,,"14%","49.0%","48.6%",3.38,1.35,1.39
"LPL 2025 Split 2","2025-04-28","Top Esports",25,17,8,32.8,439,375,1.17,0.99,,"5.5%",,,,"60%","68%",,,"56%","65%","40%","56%",,,"74%","50.8%","53.0%",3.47,1.34,1.48
"LPL 2025 Split 2","2025-04-28","Ultra Prime",8,4,4,32.3,96,98,0.98,0.75,,"-3.1%",,,,"63%","38%",,,"38%","48%","38%","50%",,,"67%","49.5%","49.0%",3.71,1.56,1.46
"LPL 2025 Split 2","2025-04-28","Weibo Gaming",21,10,11,32.7,306,294,1.04,0.87,,"-2.0%",,,,"57%","38%",,,"43%","46%","52%","49%",,,"39%","49.8%","48.7%",3.47,1.27,1.56
"LPL 2025 Split 2","2025-04-29","Anyone's Legend",22,15,7,31.8,405,243,1.67,0.93,,"5.9%",,,,"73%","73%",,,"62%","42%","77%","64%",,,"58%","50.6%","52.1%",3.43,1.34,1.62
"LPL 2025 Split 2","2025-04-29","Bilibili Gaming",23,12,11,32.3,381,361,1.06,1,,"1.4%",,,,"43%","43%",,,"48%","46%","61%","55%",,,"45%","50.6%","50.9%",3.45,1.34,1.56
"LPL 2025 Split 2","2025-04-29","EDward Gaming",11,7,4,34.3,145,100,1.45,0.65,,"4.2%",,,,"45%","55%",,,"73%","45%","55%","60%",,,"56%","50.3%","52.2%",3.65,1.35,1.65
"LPL 2025 Split 2","2025-04-29","FunPlus Phoenix",24,12,12,33.5,391,419,0.93,1.01,,"-3.0%",,,,"38%","50%",,,"38%","47%","54%","44%",,,"54%","49.5%","47.4%",3.49,1.37,1.59
"LPL 2025 Split 2","2025-04-29","Invictus Gaming",24,12,12,35.2,401,422,0.95,0.98,,"-0.5%",,,,"46%","54%",,,"46%","42%","46%","57%",,,"48%","50.5%","49.6%",3.13,1.18,1.55
"LPL 2025 Split 2","2025-04-29","JD Gaming",23,14,9,33,345,284,1.21,0.83,,"3.1%",,,,"39%","48%",,,"65%","47%","52%","52%",,,"48%","50.1%","51.8%",3.77,1.43,1.52
"LPL 2025 Split 2","2025-04-29","LGD Gaming",10,7,3,33.6,179,124,1.44,0.9,,"7.4%",,,,"50%","70%",,,"60%","52%","40%","53%",,,"75%","50.0%","51.2%",3.26,1.23,1.7
"LPL 2025 Split 2","2025-04-29","LNG Esports",11,7,4,32.7,143,95,1.51,0.66,,"4.9%",,,,"45%","45%",,,"45%","42%","73%","60%",,,"58%","50.4%","50.8%",3.42,1.26,1.67
"LPL 2025 Split 2","2025-04-29","Ninjas in Pyjamas",22,7,15,33.7,297,417,0.71,0.96,,"-4.9%",,,,"41%","50%",,,"45%","49%","55%","39%",,,"39%","49.2%","48.4%",3.05,1.04,1.41
"LPL 2025 Split 2","2025-04-29","Oh My God",7,1,6,32.6,79,153,0.52,1.02,,"-13.2%",,,,"43%","29%",,,"43%","57%","43%","29%",,,"22%","49.5%","45.2%",3.57,1.35,1.41
"LPL 2025 Split 2","2025-04-29","Royal Never Give Up",7,1,6,33.1,60,133,0.45,0.83,,"-8.1%",,,,"57%","57%",,,"29%","62%","43%","33%",,,"0%","50.0%","49.4%",3.59,1.39,1.59
